4.18910958e-07 4.34000342e-07 -1.16002868e-06
4.97416285e-06 5.13917314e-06 -1.36854578e-05
1.99109322e-05 2.05782489e-05 -5.43841870e-05
4.96829936e-05 5.14967878e-05 -1.34495453e-04
9.51179118e-05 9.91904635e-05 -2.54774211e-04
1.53267595e-04 1.61443901e-04 -4.05519516e-04
2.18112041e-04 2.33249424e-04 -5.69018627e-04
2.81600812e-04 3.07786192e-04 -7.22811642e-04
3.34730062e-04 3.77380507e-04 -8.42861618e-04
3.68492772e-04 4.34316260e-04 -9.06175942e-04
3.74628827e-04 4.71450922e-04 -8.92715616e-04
3.46155998e-04 4.82639089e-04 -7.86598123e-04
2.77694239e-04 4.62987714e-04 -5.76686345e-04
1.65611971e-04 4.08974943e-04 -2.56690625e-04
8.02959517e-06 3.18464570e-04 1.75085057e-04
-1.95283877e-04 1.90644586e-04 7.16234457e-04
-4.43088005e-04 2.59134097e-05 1.36087944e-03
-7.32893378e-04 -1.74267469e-04 2.10036233e-03
-1.06120608e-03 -4.07540011e-04 2.92394352e-03
-1.42377609e-03 -6.70824439e-04 3.81946495e-03
-1.81583630e-03 -9.60494210e-04 4.77395419e-03
-2.23232302e-03 -1.27254516e-03 5.77415500e-03
-2.66807229e-03 -1.60275439e-03 6.80697804e-03
-3.11798885e-03 -1.94682574e-03 7.85987134e-03
-3.57718695e-03 -2.30051955e-03 8.92111374e-03
-4.04110343e-03 -2.65976531e-03 9.98003705e-03
-4.50558453e-03 -3.02075630e-03 1.10271837e-02
-4.96694875e-03 -3.38002592e-03 1.20544078e-02
-5.42202805e-03 -3.73450603e-03 1.30549264e-02
-5.86819015e-03 -4.08156781e-03 1.40233290e-02
-6.30334454e-03 -4.41904623e-03 1.49555522e-02
-6.72593458e-03 -4.74524937e-03 1.58488250e-02
-7.13491829e-03 -5.05895421e-03 1.67015915e-02
-7.52973976e-03 -5.35939071e-03 1.75134161e-02
-7.91029334e-03 -5.64621581e-03 1.82848756e-02
-8.27688230e-03 -5.91947952e-03 1.90174427e-02
-8.63017362e-03 -6.17958486e-03 1.97133648e-02
-8.97115031e-03 -6.42724355e-03 2.03755413e-02
-9.30106263e-03 -6.66342916e-03 2.10074021e-02
-9.62137919e-03 -6.88932933e-03 2.16127903e-02
-9.93373910e-03 -7.10629846e-03 2.21958503e-02
-1.02399058e-02 -7.31581210e-03 2.27609240e-02
-1.05417237e-02 -7.51942408e-03 2.33124553e-02
-1.08410774e-02 -7.71872709e-03 2.38549051e-02
-1.11398555e-02 -7.91531740e-03 2.43926755e-02
-1.14399171e-02 -8.11076408e-03 2.49300456e-02
-1.17430636e-02 -8.30658288e-03 2.54711175e-02
-1.20510147e-02 -8.50421493e-03 2.60197726e-02
-1.23653880e-02 -8.70501002e-03 2.65796378e-02
-1.26876838e-02 -8.91021436e-03 2.71540610e-02
-1.30192739e-02 -9.12096246e-03 2.77460954e-02
-1.33613942e-02 -9.33827273e-03 2.83584907e-02
-1.37151410e-02 -9.56304635e-03 2.89936919e-02
-1.40814705e-02 -9.79606903e-03 2.96538437e-02
-1.44612021e-02 -1.00380151e-02 3.03407991e-02
-1.48550231e-02 -1.02894532e-02 3.10561330e-02
-1.52634962e-02 -1.05508543e-02 3.18011581e-02
-1.56870687e-02 -1.08225991e-02 3.25769433e-02
-1.61260831e-02 -1.11049878e-02 3.33843338e-02
-1.65807879e-02 -1.13982490e-02 3.42239719e-02
-1.70513501e-02 -1.17025489e-02 3.50963182e-02
-1.75378664e-02 -1.20180001e-02 3.60016724e-02
-1.80403757e-02 -1.23446704e-02 3.69401938e-02
-1.85588701e-02 -1.26825905e-02 3.79119208e-02
-1.90933057e-02 -1.30317610e-02 3.89167891e-02
-1.96436125e-02 -1.33921590e-02 3.99546492e-02
-2.02097033e-02 -1.37637437e-02 4.10252813e-02
-2.07914814e-02 -1.41464610e-02 4.21284100e-02
-2.13888475e-02 -1.45402477e-02 4.32637170e-02
-2.20017049e-02 -1.49450348e-02 4.44308517e-02
-2.26299641e-02 -1.53607499e-02 4.56294419e-02
-2.32735459e-02 -1.57873198e-02 4.68591011e-02
-2.39323838e-02 -1.62246715e-02 4.81194366e-02
-2.46064249e-02 -1.66727334e-02 4.94100550e-02
-2.52956309e-02 -1.71314363e-02 5.07305670e-02
-2.59999775e-02 -1.76007136e-02 5.20805914e-02
-2.67194534e-02 -1.80805013e-02 5.34597582e-02
-2.74540591e-02 -1.85707386e-02 5.48677104e-02
-2.82038054e-02 -1.90713669e-02 5.63041059e-02
-2.89687110e-02 -1.95823303e-02 5.77686175e-02
