1.31091295e-07 2.85038916e-09 -2.26201284e-07
9.77975318e-07 4.00734867e-08 -1.67865368e-06
3.06767190e-06 1.84095415e-07 -5.23188173e-06
6.73600311e-06 5.29862355e-07 -1.14003087e-05
1.21450076e-05 1.17990243e-06 -2.03700345e-05
1.93022427e-05 2.23425324e-06 -3.20364028e-05
2.80810227e-05 3.78397623e-06 -4.60445360e-05
3.82408241e-05 5.90728280e-06 -6.18306754e-05
4.94472462e-05 8.66753376e-06 -7.86627146e-05
6.12910664e-05 1.21125571e-05 -9.56787584e-05
7.33060517e-05 1.62748707e-05 -1.11922902e-04
8.49852963e-05 2.11725048e-05 -1.26377717e-04
9.57959454e-05 2.68102020e-05 -1.37993157e-04
1.05192238e-04 3.31808341e-05 -1.45711772e-04
1.12626857e-04 4.02669222e-05 -1.48490267e-04
1.17560630e-04 4.80421817e-05 -1.45317516e-04
1.19470644e-04 5.64730378e-05 -1.35229244e-04
1.17856874e-04 6.55200773e-05 -1.17319615e-04
1.12247431e-04 7.51394139e-05 -9.07499956e-05
1.02202567e-04 8.52839548e-05 -5.47552009e-05
8.73175473e-05 9.59045628e-05 -8.64749322e-06
6.72245210e-05 1.06951111e-04 4.81813600e-05
4.15935255e-05 1.18373431e-04 1.16259702e-04
1.01327330e-05 1.30122162e-04 1.96037015e-04
-2.74119439e-05 1.42149490e-04 2.87886115e-04
-7.12577800e-05 1.54409808e-04 3.92106296e-04
-1.21586607e-04 1.66860268e-04 5.08927224e-04
-1.78546530e-04 1.79461262e-04 6.38513398e-04
-2.42253927e-04 1.92176811e-04 7.80969026e-04
-3.12795635e-04 2.04974885e-04 9.36343180e-04
-3.90231301e-04 2.17827650e-04 1.10463510e-03
-4.74595801e-04 2.30711642e-04 1.28579955e-03
-5.65901720e-04 2.43607885e-04 1.47975218e-03
-6.64141824e-04 2.56501950e-04 1.68637474e-03
-7.69291521e-04 2.69383959e-04 1.90552020e-03
-8.81311253e-04 2.82248538e-04 2.13701760e-03
-1.00014882e-03 2.95094730e-04 2.38067673e-03
-1.12574163e-03 3.07925861e-04 2.63629254e-03
-1.25801878e-03 3.20749382e-04 2.90364922e-03
-1.39690315e-03 3.33576665e-04 3.18252408e-03
-1.54231322e-03 3.46422780e-04 3.47269109e-03
-1.69416487e-03 3.59306254e-04 3.77392410e-03
-1.85237301e-03 3.72248796e-04 4.08599984e-03
-2.01685313e-03 3.85275025e-04 4.40870057e-03
-2.18752263e-03 3.98412175e-04 4.74181652e-03
-2.36430211e-03 4.11689793e-04 5.08514797e-03
-2.54711654e-03 4.25139444e-04 5.43850720e-03
-2.73589621e-03 4.38794402e-04 5.80172012e-03
-2.93057772e-03 4.52689348e-04 6.17462765e-03
-3.13110474e-03 4.66860081e-04 6.55708699e-03
-3.33742873e-03 4.81343225e-04 6.94897257e-03
-3.54950952e-03 4.96175950e-04 7.35017693e-03
-3.76731586e-03 5.11395710e-04 7.76061131e-03
-3.99082581e-03 5.27039988e-04 8.18020619e-03
-4.22002713e-03 5.43146059e-04 8.60891163e-03
-4.45491750e-03 5.59750770e-04 9.04669743e-03
-4.69550475e-03 5.76890336e-04 9.49355328e-03
-4.94180700e-03 5.94600155e-04 9.94948870e-03
-5.19385271e-03 6.12914640e-04 1.04145329e-02
-5.45168071e-03 6.31867075e-04 1.08887346e-02
-5.71534018e-03 6.51489482e-04 1.13721617e-02
-5.98489054e-03 6.71812514e-04 1.18649008e-02
-6.26040132e-03 6.92865365e-04 1.23670569e-02
-6.54195203e-03 7.14675693e-04 1.28787529e-02
-6.82963193e-03 7.37269571e-04 1.34001287e-02
-7.12353978e-03 7.60671445e-04 1.39313412e-02
-7.42378362e-03 7.84904112e-04 1.44725629e-02
-7.73048040e-03 8.09988718e-04 1.50239818e-02
-8.04375575e-03 8.35944760e-04 1.55858003e-02
-8.36374355e-03 8.62790113e-04 1.61582347e-02
-8.69058562e-03 8.90541058e-04 1.67415140e-02
-9.02443136e-03 9.19212333e-04 1.73358796e-02
-9.36543727e-03 9.48817180e-04 1.79415841e-02
-9.71376665e-03 9.79367415e-04 1.85588908e-02
-1.00695891e-02 1.01087349e-03 1.91880722e-02
-1.04330801e-02 1.04334459e-03 1.98294100e-02
-1.08044206e-02 1.07678869e-03 2.04831935e-02
-1.11837966e-02 1.11121264e-03 2.11497191e-02
-1.15713987e-02 1.14662230e-03 2.18292892e-02
-1.19674214e-02 1.18302258e-03 2.25222115e-02
-1.23720632e-02 1.22041756e-03 2.32287982e-02
-1.27855255e-02 1.25881055e-03 2.39493647e-02
-1.32080126e-02 1.29820426e-03 2.46842292e-02
-1.36397310e-02 1.33860079e-03 2.54337115e-02
-1.40808891e-02 1.38000180e-03 2.61981322e-02
-1.45316966e-02 1.42240855e-03 2.69778122e-02
-1.49923643e-02 1.46582199e-03 2.77730713e-02
-1.54631033e-02 1.51024287e-03 2.85842275e-02
